drug_name,ndc,form,strength,mfg,acq,awp,pf,dispensed,p._update,rxcui,epc_class,drug_class
CLINDAMYCIN  GEL 1%,45802-0900-94,GEL,1%,PADAGIS,0,24,,8/13/2024 0:00,8/30/2024,2676585,Lincosamide Antibacterial [EPC],Acne Topical ABX
FLUCONAZOLE  TAB 100MG,70710-1138-03,TABS,100MG,ZYDUS PHAR,0,262.62,,0:00:00,8/30/2024,197698,Azole Antifungal [EPC],Anti-fungal (Oral)
GLYCOPYRROL  TAB 1MG,16571-0743-09,TABS,1MG,RISING,7.69,131.29,,0:00:00,11/8/2023,197738,Anticholinergic [EPC],Hyperhidrosis
GLYCOPYRROL  TAB 1MG,16571-0743-09,TABS,1MG,RISING,7.69,131.29,,0:00:00,11/8/2023,197738,Anticholinergic [EPC],Hyperhidrosis
GLYCOPYRROL  TAB 1MG,16571-0743-09,TABS,1MG,RISING,7.69,131.29,,0:00:00,11/8/2023,197738,Anticholinergic [EPC],Hyperhidrosis
CLINDAMYCIN  SOL 1%,72578-0084-03,SOLN,1%,VIONA PHAR,0,75.25,,0:00:00,11/10/2023,309333,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  SOL 1%,72578-0084-03,SOLN,1%,VIONA PHAR,0,75.25,,0:00:00,11/10/2023,309333,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMYCIN  SOL 1%,72578-0084-03,SOLN,1%,VIONA PHAR,0,75.25,,0:00:00,11/10/2023,309333,Lincosamide Antibacterial [EPC],Acne Topical ABX
DOXYCYCLINE  TAB 75MG,27241-0153-02,TABS,75MG,AJANTA PHA,29.65,1871.64,,0:00:00,11/16/2023,1649425,Tetracycline-class Drug [EPC],ABX ORALS
MINOCYCLINE  CAP 75MG,68382-0317-01,CAPS,75MG,ZYDUS PHAR,19.01,197.96,,0:00:00,11/16/2023,314108,Tetracycline-class Drug [EPC],ABX Orals
DOXYCYCL HYC TAB 200MG DR,23155-0611-06,TBEC,200MG DR,AVET PHARM,172.5,2605.18,,0:00:00,11/5/2024,1423080,Tetracycline-class Drug [EPC],ABX Orals
DOXYCYC MONO CAP 150MG,64380-0181-01,CAPS,150MG,STRIDES PH,125.98,1479.01,,0:00:00,11/16/2023,728207,Tetracycline-class Drug [EPC],ABX Orals
DEMECLOCYCL  TAB 300MG,42806-0144-48,TABS,300MG,EPIC PHARM,149,1638.48,,11/22/2024 0:00,7/15/2024,905347,Tetracycline-class Antimicrobial [EPC],ABX ORALS
DEMECLOCYCL  TAB 150MG,42806-0143-01,TABS,150MG,EPIC PHARM,178.5,1880.24,,11/22/2024 0:00,9/4/2024,905341,Tetracycline-class Antimicrobial [EPC],ABX ORALS
DOXYCYCLINE  TAB 150MG,27241-0154-02,TABS,150MG,AJANTA PHA,0,1871.64,,0:00:00,11/17/2023,1650446,Tetracycline-class Drug [EPC],ABX ORALS
DOXYCYC MONO TAB 150MG,70710-1124-03,TABS,150MG,ZYDUS PHAR,14.75,274.18,,11/21/2024 0:00,11/17/2023,1650444,Tetracycline-class Drug [EPC],ABX ORALS
LIDOREX      GEL 2.8%,59088-0475-07,GEL,2.80%,PURE TEK,0,1895,,0:00:00,11/28/2023,2562183,Amide Local Anesthetic [EPC],Pain Relief
CLOBETASOL   CRE 0.05%,21922-0016-07,CREA,0.05%,ENCUBE ETH,4.1,458.96,,0:00:00,11/28/2023,861495,Corticosteroid [EPC],Steroids
CLOBETASOL   CRE 0.05%,21922-0016-07,CREA,0.05%,ENCUBE ETH,4.1,458.96,,0:00:00,11/28/2023,861495,Corticosteroid [EPC],Steroids
CLIND/BENZ   GEL 1.2-3.75,51672-1403-04,GEL,1.2-3.75,TARO ,130,694.31,,10/11/2024 0:00,8/29/2024,1598470,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLIND/BENZ   GEL 1.2-3.75,51672-1403-04,GEL,1.2-3.75,TARO ,130,694.31,,10/11/2024 0:00,8/29/2024,1598470,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLIND/BENZ   GEL 1.2-3.75,68682-0133-50,GEL,1.2-3.75,OCEANSIDE,175,781.01,,0:00:00,11/28/2023,1598470,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLIND/BENZ   GEL 1.2-3.75,68682-0133-50,GEL,1.2-3.75,OCEANSIDE,175,781.01,,0:00:00,11/28/2023,1598470,Lincosamide Antibacterial [EPC],Acne Topical ABX
TRETINOIN    GEL 0.04%PMP,68682-0514-95,GEL,0.04%PMP,OCEANSIDE,325.15,629.95,,0:00:00,11/28/2023,359050,Retinoid [EPC],Retinoids: Exfoliant
SILVER SULFA CRE 1%,59762-0131-05,CREA,1%,GREENSTONE,3.89,15.12,,0:00:00,11/30/2023,106351,expired,Antibiotic
NATROBA      SUS 0.9%,52246-0929-04,SUSP,0.90%,PARAPRO,290.27,331.74,,0:00:00,12/2/2023,1085820,Pediculicide [EPC],Scabicide
TRETINOIN    GEL 0.04%,00378-8092-50,GEL,0.04%,MYLAN,0,629.95,,0:00:00,12/5/2023,359050,Retinoid [EPC],Retinoids: Exfoliant
ACYCLOVIR    TAB 400MG,69452-0290-20,TABS,400MG,BIONPHARMA,0,145.32,,10/24/2024 0:00,10/15/2024,197311,Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor [EPC],Antiviral
HYDROXYM 2% GEL,59088-0209-03,GEL,2%,PURE TEK,445,1448,,0:00:00,1/10/2024,604449,Corticosteroid [EPC],Steroids
DICLOFENAC   SOL 2%,70748-0335-01,SOLN,2%,LUPIN PHAR,100,2686.38,,0:00:00,12/15/2023,1487074,expired,NSAID
PODOFILOX    GEL 0.5%,00574-0621-05,GEL,0.50%,PADAGIS,474.5,684.01,,0:00:00,1/10/2024,312466,Decreased Mitosis [PE],Chemo Cream
LIDOCAINE    CRE 3.88%,69621-0371-07,CREA,3.88%,SHORELINE,0,490.4,,0:00:00,12/18/2023,1723991,expired,Pain Relief
CLINDAMYCIN  LOT 1%,21922-0036-01,LOTN,1%,ENCUBE ETH,0,144.23,,0:00:00,8/29/2024,197519,Lincosamide Antibacterial [EPC],Rosacea Topical ABX
FLUOCINONIDE SOL 0.05%,43386-0026-06,SOLN,0.05%,LUPIN PHAR,0,115.89,,0:00:00,1/3/2024,310364,Corticosteroid [EPC],Steroids
CLOBETASOL   SOL 0.05%,51672-1293-03,SOLN,0.05%,TARO ,0,206.32,,7/29/2024 0:00,1/3/2024,861487,Corticosteroid [EPC],Steroids
CLINDAMYCIN  AER 1%,51672-4194-07,FOAM,1%,TARO ,229.5,456,,8/16/2024 0:00,1/4/2024,477451,Lincosamide Antibacterial [EPC],Acne Topical ABX
BENZOYL PER  LIQ 5% WASH,45802-0280-01,LIQD,5% WASH,PADAGIS,3.99,8.98,,0:00:00,1/4/2024,308696,unknown,Facewash
SMZ-TMP DS   TAB 800-160,57237-0233-01,TABS,800-160,RISING,3.77,140.22,,0:00:00,1/4/2024,198335,Dihydrofolate Reductase Inhibitor Antibacterial [EPC],ABX Orals
DICLOFENAC   SOL 2%,51672-1369-08,SOLN,2%,TARO ,93.99,354,,0:00:00,1/11/2024,1487074,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
NUVAIL       SOL 16%,68712-0044-01,SOLN,16%,EPI HEALTH,0,473.34,,0:00:00,1/10/2024,1302114,expired,Moisturizer
ACYCLOVIR    OIN 5%,51672-1360-01,OINT,5%,TARO ,0,30,,0:00:00,1/11/2024,197312,Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor [EPC],Antiviral
VALACYCLOVIR TAB 1GM,31722-0705-90,TABS,1GM,CAMBER PHA,0,1137.8,,0:00:00,1/11/2024,313564,Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor [EPC],Antiviral
DICLOFENAC   TAB 50MG DR,61442-0102-01,TBEC,50MG DR,CARLSBAD,4.34,100.93,,1/18/2024 0:00,1/12/2024,855906,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
TIMOLOL MAL  SOL 0.5% OP,61314-0227-15,SOLN,0.5% OP,SANDOZ,7.99,48.75,,0:00:00,8/29/2024,1992303,beta-Adrenergic Blocker [EPC],Anticholinergic
TRETINOIN    GEL 0.05%,00378-8090-45,GEL,0.05%,MYLAN,121.75,428.55,,1/23/2024 0:00,5/6/2024,245723,Retinoid [EPC],Retinoids: Exfoliant
NYAMYC       POW 100000,00832-0465-15,POWD,100000,UPSH-SMITH,4.49,37.46,,0:00:00,5/21/2024,584414,Polyene Antifungal [EPC],Hair Loss
NYSTATIN     POW 100000,69315-0306-15,POWD,100000,LEADING PH,7.99,23.28,,0:00:00,1/18/2024,646456,Polyene Antifungal [EPC],Anti-fungal
CLINDAM/BENZ GEL 1.2-2.5%,51672-1367-03,GEL,1.2-2.5%,TARO ,25.62,150,,11/5/2024 0:00,10/1/2024,885131,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAM/BENZ GEL 1.2-2.5%,51672-1367-03,GEL,1.2-2.5%,TARO ,25.62,150,,11/5/2024 0:00,10/1/2024,885131,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAM/BENZ GEL 1.2-2.5%,51672-1367-03,GEL,1.2-2.5%,TARO ,25.62,150,,11/5/2024 0:00,10/1/2024,885131,Lincosamide Antibacterial [EPC],Acne Topical ABX
ADAPALENE    GEL 0.1%,51672-2143-01,GEL,0.10%,TARO ,0,71.34,,0:00:00,1/22/2024,307731,expired,Retinoids
DOXEPIN HCL  CRE 5%,00093-9609-95,CREA,5%,TEVA USA,325.99,762.43,,0:00:00,1/24/2024,1000091,Tricyclic Antidepressant [EPC],Tricyclic Antidepressant
DOXEPIN HCL  CRE 5%,00093-9609-95,CREA,5%,TEVA USA,325.99,762.43,,0:00:00,1/24/2024,1000091,Tricyclic Antidepressant [EPC],Tricyclic Antidepressant
TRETINOIN    GEL 0.08%,21922-0043-40,GEL,0.08%,ENCUBE ETH,689.65,1093.6,,0:00:00,1/24/2024,1488045,Retinoid [EPC],Retinoids: Exfoliant
SODIUM SULFA LIQ 10% WASH,58657-0477-16,LIQD,10% WASH,METHOD PHA,29.99,253.39,,0:00:00,1/26/2024,1006107,Sulfonamide Antibacterial [EPC],Facewash
SODIUM SULFA LIQ 10% WASH,58657-0477-16,LIQD,10% WASH,METHOD PHA,29.99,253.39,,0:00:00,1/26/2024,1006107,Sulfonamide Antibacterial [EPC],Facewash
DICLOFENAC   TAB 25MG,15370-0185-30,TABS,25MG,CARWIN,227,1140,,0:00:00,1/29/2024,857702,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
CLOBETASOL   SHA 0.05%,68308-0664-04,SHAM,0.05%,MAYNE PHAR,15.5,90,,11/23/2024 0:00,10/2/2024,861490,Corticosteroid [EPC],Steroids
HYDROXYCHLOR TAB 200MG,68382-0096-01,TABS,200MG,ZYDUS PHAR,8.59,436,,2/8/2024 0:00,2/8/2024,979092,Antimalarial [EPC],Immunosuppressant
HYDROXYCHLOR TAB 200MG,68382-0096-01,TABS,200MG,ZYDUS PHAR,8.59,436,,2/8/2024 0:00,2/8/2024,979092,Antimalarial [EPC],Immunosuppressant
HYDROXYCHLOR TAB 200MG,68382-0096-01,TABS,200MG,ZYDUS PHAR,8.59,436,,2/8/2024 0:00,2/8/2024,979092,Antimalarial [EPC],Immunosuppressant
ISOTRETINOIN CAP 10MG,69238-1174-03,CAPS,10MG,AMNEAL,36,615.08,,11/21/2024 0:00,8/29/2024,197843,Retinoid [EPC],Retinoids: Exfoliant
FLUOCINONIDE SOL 0.05%,71428-0001-60,SOLN,0.05%,GLASSHOUSE,0,97.19,,0:00:00,2/22/2024,310364,unknown,Steroids
TETRACYCLINE TAB 500MG,82644-0870-60,TABS,500MG,PHARMAKA G,1175,3000,,0:00:00,2/27/2024,313254,Tetracycline-class Antimicrobial [EPC],ABX Orals
TETRACYCLINE TAB 250MG,82644-0087-60,TABS,250MG,PHARMAKA G,1175,3000,,0:00:00,2/27/2024,313252,Tetracycline-class Antimicrobial [EPC],ABX Orals
TM-TOLNAFTAT LIQ 1%,83035-1260-03,SOLN,1%,SINGULAR D,0,45,,0:00:00,2/27/2024,313423,expired,Antifungal
NYSTOP       POW 100000,00574-2008-30,POWD,100000,PADAGIS,15.49,53.82,,0:00:00,2/28/2024,261178,Polyene Antifungal [EPC],Anti-fungal
NYSTOP       POW 100000,00574-2008-02,POWD,100000,PADAGIS,0,95.88,,0:00:00,2/28/2024,261178,Polyene Antifungal [EPC],Anti-fungal
NYSTATIN     POW 100000,69315-0306-60,POWD,100000,LEADING PH,24.99,83.16,,0:00:00,3/1/2024,646456,Polyene Antifungal [EPC],Anti-fungal
UTRA CALCIUM TAB + VIT D3,83035-1814-06,TABS,#NAME?,SINGULAR D,0,36.25,,0:00:00,2/29/2024,428485,expired,Bone Health
VENTIVA      DRO 0.7%,83035-8121-05,SOLN,0.70%,SINGULAR D,0,41.63,,0:00:00,2/29/2024,2667815,expired,Moisturizer
TRUELYTE     SOL,83035-1710-05,SOLN,,SINGULAR D,0,40.42,,0:00:00,2/29/2024,95394,expired,Rehydration
DICLOFENAC   CAP 25MG,00480-9435-89,CAPS,25MG,TEVA PHARM,359.99,2123.13,,11/22/2024 0:00,2/29/2024,858342,Nonsteroidal Anti-inflammatory Drug [EPC],Anti-inflammatory
TAZAROTENE   GEL 0.1%,45802-0442-01,GEL,0.10%,PADAGIS,475,1678.88,,0:00:00,3/1/2024,313201,Retinoid [EPC],Retinoids: Exfoliant
HYDROQUINONE CRE 4%,69367-0174-01,CREA,4%,WESTMINST,7.6,106.88,,0:00:00,8/30/2024,197795,Melanin Synthesis Inhibitor [EPC],Bleaching Cream
NYSTATIN     CRE 100000,00713-0678-31,CREA,100000,COSETTE PH,1.99,26.25,,0:00:00,3/11/2024,543546,Polyene Antifungal [EPC],Anti-fungal
FLUOCIN ACET CRE 0.025%,00713-0709-60,CREA,0.03%,COSETTE PH,99.88,179.43,,0:00:00,3/19/2024,1191315,Corticosteroid [EPC],Steroids
SKYRIZI PEN  INJ 150MG/ML,00074-2100-01,SOAJ,150MG/ML,ABBVIE,0,25220.83,,0:00:00,3/21/2024,2540695,Interleukin-23 Antagonist [EPC],Immunomodulator
MELOXICAM    TAB 15MG,16571-0777-50,TABS,15MG,RISING,5,2422.2,,0:00:00,3/21/2024,152695,Nonsteroidal Anti-inflammatory Drug [EPC],Anti-inflammatory
MELOXICAM    TAB 7.5MG,29300-0124-10,TABS,7.5MG,UNICHEM,10,3168.7,,0:00:00,3/21/2024,311486,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
FAMOTIDINE   TAB 20MG,55111-0119-10,TABS,20MG,DR.REDDY'S,13.1,1734,,0:00:00,4/8/2024,310273,Histamine-2 Receptor Antagonist [EPC],H2 Blocker (Famotidine)
CELECOXIB    CAP 100MG,69367-0301-05,CAPS,100MG,WESTMINST,13.98,2311.07,,0:00:00,4/8/2024,205322,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
MONTELUKAST  TAB 10MG,31722-0726-10,TABS,10MG,CAMBER PHA,25.22,5656.67,,0:00:00,4/8/2024,200224,Leukotriene Receptor Antagonist [EPC],Antihistamine
MONTELUKAST  TAB 10MG,31722-0726-10,TABS,10MG,CAMBER PHA,25.22,5656.67,,0:00:00,4/8/2024,200224,Leukotriene Receptor Antagonist [EPC],Antihistamine
BENZONATATE  CAP 200MG,42192-0618-05,CAPS,200MG,ACELLA PH,17.99,2145.45,,0:00:00,4/8/2024,283417,unknown,Antitussive
ACYCLOVIR    TAB 800MG,10544-0204-35,TABS,800MG,BLENHEIM,0,147.56,,0:00:00,4/8/2024,197313,expired,Antiviral
MELOXICAM    TAB 7.5MG,68382-0050-01,TABS,7.5MG,ZYDUS PHAR,7.95,316.87,,0:00:00,4/8/2024,311486,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
LIDOCAINE    OIN 5%,33342-0405-50,OINT,5%,MACLEODS,4.43,380.5,,0:00:00,4/8/2024,1543069,Amide Local Anesthetic [EPC],Pain Relief
LIDOCAINE    OIN 5%,33342-0405-50,OINT,5%,MACLEODS,4.43,380.5,,0:00:00,4/8/2024,1543069,Amide Local Anesthetic [EPC],Pain Relief
LIDOCAINE    OIN 5%,33342-0405-50,OINT,5%,MACLEODS,4.43,380.5,,0:00:00,4/8/2024,1543069,Amide Local Anesthetic [EPC],Pain Relief
LIDOCAINE    OIN 5%,33342-0405-50,OINT,5%,MACLEODS,4.43,380.5,,0:00:00,4/8/2024,1543069,Amide Local Anesthetic [EPC],Pain Relief
MIRTAZAPINE  TAB 15MG,57237-0008-05,TABS,15MG,RISING,13.46,1350,,0:00:00,4/8/2024,311725,unknown,Antidepressant
EPINEPHRINE  INJ 0.15MG,00115-1695-49,SOAJ,0.15MG,AMNEAL,195.2,494.01,,0:00:00,4/8/2024,1870225,Catecholamine [EPC],Emergency Treatment
ALA-SCALP    LOT 2%,77052-0010-02,LOTN,2%,DERM VENTU,573.56,1101.24,,0:00:00,4/8/2024,884077,Corticosteroid [EPC],Steroids
FENOPROFEN   CAP 400MG,71993-0308-90,CAPS,400MG,ATLAND PHA,375,987.6,,0:00:00,4/8/2024,858116,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
REMICADE     INJ 100MG,57894-0030-01,SOLR,100MG,JANSSEN BI,1239,1401.38,,0:00:00,4/11/2024,213361,Tumor Necrosis Factor Blocker [EPC],Immunomodulator
IVERMECTIN   CRE 1%,45802-0102-84,CREA,1%,PADAGIS,89.95,654.7,,9/23/2024 0:00,8/30/2024,1598068,Antiparasitic [EPC],Rosacea Topical ABX
LATISSE      SOL 0.03%,00023-3616-70,SOLN,0.03%,ALLERGAN,94.99,154.3,,0:00:00,5/10/2024,1041497,Prostaglandin Analog [EPC],Hair Growth
HYDROCORTISO LOT 0.1%,83148-0012-02,LOTN,0.10%,THE J. MOL,37,482.5,,11/18/2024 0:00,6/13/2024,1370763,Corticosteroid [EPC],Steroids
HYDROCORTISO LOT 0.1%,83148-0012-04,LOTN,0.10%,THE J. MOL,90,950,,0:00:00,5/17/2024,1370763,Corticosteroid [EPC],Steroids
FINASTERIDE  TAB 5MG,65862-0149-30,TABS,5MG,AUROBINDO,1.24,93.8,,0:00:00,5/21/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,65862-0149-30,TABS,5MG,AUROBINDO,1.24,93.8,,0:00:00,5/21/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,65862-0149-30,TABS,5MG,AUROBINDO,1.24,93.8,,0:00:00,5/21/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,65862-0149-30,TABS,5MG,AUROBINDO,1.24,93.8,,0:00:00,5/21/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
CICLOPIROX   CRE 0.77%,51672-1318-08,CREA,0.77%,TARO ,7.95,77.82,,11/23/2024 0:00,5/21/2024,309289,Protein Synthesis Inhibitors [MoA],Anti-fungal
CLINDAMYCIN  MIS 1%,45802-0263-37,SWAB,1%,PADAGIS,10.87,50.58,,0:00:00,5/31/2024,797274,Lincosamide Antibacterial [EPC],Acne Topical ABX
FLUOCIN ACET OIL 0.01%BDY,64980-0331-04,OIL,0.01%BDY,RISING,9.65,220.75,,11/4/2024 0:00,6/3/2024,1191307,Corticosteroid [EPC],Scalp: (topical steroids)
DOXYCYCLINE  CAP 40MG,68308-0668-30,CPDR,40MG,MAYNE PHAR,589,939.15,,0:00:00,6/4/2024,901399,Tetracycline-class Drug [EPC],ABX Orals
CALCIPOTRIEN CRE 0.005%,68462-0501-65,CREA,0.01%,GLENMARK,0,609.17,,0:00:00,6/4/2024,313921,Vitamin D Analog [EPC],Keratolytic
VTAMA        CRE 1%,81672-5051-01,CREA,1%,DERMAVANT,0,1734,,0:00:00,6/5/2024,2602306,Aryl Hydrocarbon Receptor Agonist [EPC],Immunomodulator
FINASTERIDE  TAB 5MG,31722-0525-10,TABS,5MG,CAMBER PHA,39.8,3130.66,,0:00:00,6/10/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,31722-0525-10,TABS,5MG,CAMBER PHA,39.8,3130.66,,0:00:00,6/10/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,31722-0525-10,TABS,5MG,CAMBER PHA,39.8,3130.66,,0:00:00,6/10/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,31722-0525-10,TABS,5MG,CAMBER PHA,39.8,3130.66,,0:00:00,6/10/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,31722-0525-90,TABS,5MG,CAMBER PHA,3.4,280.14,,0:00:00,6/10/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,31722-0525-90,TABS,5MG,CAMBER PHA,3.4,280.14,,0:00:00,6/10/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,31722-0525-90,TABS,5MG,CAMBER PHA,3.4,280.14,,0:00:00,6/10/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,31722-0525-90,TABS,5MG,CAMBER PHA,3.4,280.14,,0:00:00,6/10/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,65862-0149-05,TABS,5MG,AUROBINDO,19.87,1563.25,,0:00:00,6/10/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,65862-0149-05,TABS,5MG,AUROBINDO,19.87,1563.25,,0:00:00,6/10/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,65862-0149-05,TABS,5MG,AUROBINDO,19.87,1563.25,,0:00:00,6/10/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
FINASTERIDE  TAB 5MG,65862-0149-05,TABS,5MG,AUROBINDO,19.87,1563.25,,0:00:00,6/10/2024,310346,5-alpha Reductase Inhibitor [EPC],Hair Loss Treatment (Finasteride)
AZELAIC ACID GEL 15%,21922-0038-14,GEL,15%,ENCUBE ETH,16.95,372.66,,11/19/2024 0:00,6/11/2024,1041518,Decreased Protein Synthesis [PE],Retinoids: Exfoliant
GLYCOPYRROL  TAB 1MG,13107-0014-01,TABS,1MG,AUROBINDO,0,131.29,,0:00:00,6/27/2024,197738,Anticholinergic [EPC],Hyperhidrosis
GLYCOPYRROL  TAB 1MG,13107-0014-01,TABS,1MG,AUROBINDO,0,131.29,,0:00:00,6/27/2024,197738,Anticholinergic [EPC],Hyperhidrosis
GLYCOPYRROL  TAB 1MG,13107-0014-01,TABS,1MG,AUROBINDO,0,131.29,,0:00:00,6/27/2024,197738,Anticholinergic [EPC],Hyperhidrosis
TRETINOIN    CRE 0.1%,00574-2201-20,CREA,0.10%,PADAGIS,10.5,131.47,,9/9/2024 0:00,7/1/2024,198300,Retinoid [EPC],Retinoids: Exfoliant
AMCINONIDE   CRE 0.1%,74157-0006-60,CREA,0.10%,INA PHARMA,710,2289.63,,10/29/2024 0:00,11/4/2024,197327,Corticosteroid [EPC],High Potency Topical Steroid
REVIVASIL    KIT,73352-0540-01,KIT,,TRIFLUENT,1250,5994,,0:00:00,7/3/2024,330920,expired,Moisturizer
TRIDERGEL    GEL 0.1%,73352-0520-01,GEL,0.10%,TRIFLUENT,650,1390.08,,0:00:00,7/3/2024,2671305,unknown,Medium Potency Topical Steroid
TOLECTIN 600 TAB 600MG,50991-0988-30,TABS,600MG,POLY ,599,1187.87,,0:00:00,7/3/2024,208048,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
TRETINOIN CRE 0.025%,00574-2225-45,CREA,0.03%,,15.95,190.19,,7/15/2024 0:00,7/12/2024,106302,Retinoid [EPC],Retinoids: Exfoliant
DEMECLOCYCL  TAB 150MG,53746-0554-01,TABS,150MG,AMNEAL,349,940.12,,0:00:00,7/22/2024,905341,Tetracycline-class Antimicrobial [EPC],ABX ORALS
DICLOFENAC   GEL 1%,70512-0106-10,GEL,1%,SOLA PHARM,24.99,242.77,,0:00:00,7/16/2024,855633,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
KETOCONAZOLE AER 2%,70700-0160-20,FOAM,2%,XIROMED,236.5,828.98,,11/22/2024 0:00,7/17/2024,728550,Azole Antifungal [EPC],Anti-fungal
LEVOCETIRIZI TAB 5MG,68462-0346-90,TABS,5MG,GLENMARK,1.95,276.9,,0:00:00,7/18/2024,855172,Histamine-1 Receptor Antagonist [EPC],Antihistamines
CLINDAMY/BEN GEL 1.2-5%,21922-0022-06,GEL,1.2-5%,ENCUBE ETH,9.75,203.44,,0:00:00,7/19/2024,1540241,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMY/BEN GEL 1.2-5%,21922-0022-06,GEL,1.2-5%,ENCUBE ETH,9.75,203.44,,0:00:00,7/19/2024,1540241,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAMY/BEN GEL 1.2-5%,21922-0022-06,GEL,1.2-5%,ENCUBE ETH,9.75,203.44,,0:00:00,7/19/2024,1540241,Lincosamide Antibacterial [EPC],Acne Topical ABX
FLUCONAZOLE TAB 200MG,62559-0993-30,TAB,200MG,ANI PHARMA,4.35,429.74,,0:00:00,7/26/2024,197700,Azole Antifungal [EPC],Anti-fungal (Oral)
DICLOFENAC   TAB 25MG,69292-0548-30,TABS,25MG,AMICI PHAR,250,1033.55,,0:00:00,8/2/2024,857702,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
DICLOFENAC   CAP 25MG,23155-0840-12,CAP,25mg,AVET PHARM,209.99,2123.13,,10/22/2024 0:00,10/31/2024,858342,Nonsteroidal Anti-inflammatory Drug [EPC],Anti-inflammatory
TACROLIMUS   OIN 0.1%,16729-0422-10,OINT,0.10%,ACCORD HEA,9.98,289.41,,11/19/2024 0:00,8/26/2024,314266,Calcineurin Inhibitor Immunosuppressant [EPC],Non-Ster Anti-Inflam
HYDROCORTISO LOT 2%,71297-0010-02,LOTN,2%,ALLEGIS HO,775,2399.99,,0:00:00,9/13/2024,197784,Corticosteroid [EPC],Steroids
DAVIMET/IRON CHW,59088-0160-54,CHEW,,PURE TEK,704,995,,0:00:00,9/13/2024,379823,Folate Analog [EPC],Supplement
DAVIMET/FLUO CHW 0.75MG,59088-0170-54,CHEW,0.75MG,PURE TEK,675,2350,,0:00:00,9/13/2024,379823,Folate Analog [EPC],Other
PREGABALIN   CAP 100MG,50228-0353-90,CAPS,100MG,SCIEGEN PH,6.99,758.47,,0:00:00,9/13/2024,483438,unknown,Neuropathic Pain
DULOXETINE   CAP 20MG,68180-0294-03,CPEP,20MG,LUPIN PHRM,41.99,6998.33,,0:00:00,9/13/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 20MG,68180-0294-03,CPEP,20MG,LUPIN PHRM,41.99,6998.33,,0:00:00,9/13/2024,596926,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
